Text,Ham,Spam
An unusual transaction be detect in your card end in XXXX Your card be temporarily block If this be valid text VALID217516 to XXXXXXXXXXXX to reactivate your card,0,1
"Not for possession, especially not first offense",1,0
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),0,1
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",1,0
"Dads are superheroes who don't wear capes. This Father's Day gift your superhero a super gift from Shoppers Stop. Click bit.ly/SS_FD21 to shop now & get #WhatDadWants Choose from the latest in Mens Wear, Watches, Wallets, Fragrances and more + Get exciting offers online or on our app. T&C",0,1
Wir haben einen einmaligen Code an Ihr Mobiltelefon gesendet Geben Sie den telefonisch erhaltenen Code ein und drücken Sie `` Bestätigen '' .Hinweis Der Betrag per SMS empfangen mus sofort an die Karte zurückerstattet,0,1
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,0,1
Dear Customers your SBI NET BANKING ACCOUNT Will be Closed by today please update your PAN Card now visit follow the link http //bit.ly/3puCSNd THANKS SBI,0,1
No. But we'll do medical missions to nigeria,1,0
Eh u send wrongly lar...,1,0
Dear customer your outgoing service put on hold please call,0,1
Will join later by 2,1,0
It feels like it might continue to rise,1,0
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,1,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,1,0
"Aight fuck it, I'll get it later",1,0
Dear sbi user your sbi yono account will be blocktoday.please click here link update your pan card Number thank you sbi http //cutt.ly/elvnYj9,0,1
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,1,0
"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/Download_Thanks",0,1
"Congrats Check instant credit eligibility upto Rs 30,000/- with PAN Number No paperwork XXX secure credit with Kissht Click http //qz6.in/fdtQ88",0,1
That includes myself,1,0
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",1,0
Please CALL 08712402972 immediately as there is an urgent message waiting for you,0,1
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,1,0
Dear HDFC User your Bank Account have Blocked Today Please Update your Pan Card no Immediately via link http //bit.ly/3KL6ZY2Dear HDFC User your Bank Account have Blocked Today Please Update your Pan Card no Immediately via link http //bit.ly/3KL6ZY2,0,1
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,0,1
Yo theres no class tmrw right?,1,0
"Freedom to Shop Now & Pay Later! + Get Credit Up to Rs.10,000 & Rs.100 Off* On orders above Rs.500 Activate Flipkart Pay Later now: http://fkrt.it/h_qOiWuuuN",0,1
Dear Consumer Your Electricity power will be disconnect Tonight at 9:30 pm from electricity office because your previous month bill be notcontact with our electricity officer XXXXXXXXXX thank you,0,1
Yup n her fren lor. I'm meeting my fren at 730.,1,0
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,1,0
ATT Free Msg December bill be pay Thanks Here 's a little gift for you ewfz7.com/ YE8uJwsTvV,0,1
"We're all getting worried over here, derek and taylor have already assumed the worst",1,0
Lol that's different. I don't go trying to find every real life photo you ever took.,1,0
n 45 days ReduceFat(8 inch)*SAUNA SLIM BELT(650)VIBRATION BELT(999)NCR(50 More)+FreeYoko For Delivery Ph:9871294240/931130487 ,0,1
have realizado tu esta operacion llamanos al 912066666para confirmar tu envio de Bizum de Si nohas realizado tu esta operacion llamanos al 912066666INFO Se ha iniciado sesion desde un nuevo dispositivo si no reconoce dicha accion verifique inmediatamente mediante http //ing.es-direct.co/,0,1
Notificacion de La CAIXA.BANK No se puede utilizar su Tarjeta Debito Tienes que activar el nuevo sistema de seguridad web,0,1
XL Anda sdg menikmati internet tarif normal Rp55/MB Stlh 1MB tarif Rp250/MB s.d 30MB briku mulai 160kt2020 Info:817 XL Anda sdg menikmati internet tarif normal Rp250/MB s.d 30MB Selanjutnya berlaku tarif Rp55/MB s.d 23:59 Info817,0,1
Bitte klicken Sie hier um die pushTAN-App einzurichten,0,1
A Partir del 16/04/2022 No puede utilizar su Tarjeta Tienes que activar el nuevo sistema de seguridad web http //t.ly/VD29,0,1
"Dear Customer, R&B-Dubai's Favourite Fashion Brand BLACK FRIDAY Sale is here! Avail FLAT 30% Off ON EVERYTHING from Nov 22-26. Click bit.ly/49lpShV. T&C.",0,1
Aah bless! How's your arm?,1,0
Yeah it's jus rite...,1,0
MPS Accesso Anomalo non autorizzato alle ore 12:33 il 30/05/2022 al DigitalBanking se non sei stato tu RICHIEDI ASSISTENZA ONLINE http //monama.co.za/,0,1
our customer Anjili Nigam is interested in buying LIFESTAGE PENSION ADVANTAGE product. Contact the customer on 931203843,0,1
Dear SBI user your SBI YONO Account will be block today Please click here link update your PAN CARD Number http // cutt.ly/1PfXW9n,0,1
50% ALERT: data is consumed. Get 5GB data topup at just Rs98 valid till your current pack. Click i.airtel.in/Get-Data,0,1
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Good morning,1,0
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,1,0
So what u doing today?,1,0
"Sorry, I'll call later..lets meet later..",1,0
Su cuenta ha sido bloqueada temporalmente por razones de seguridad Para reactivarla inicie sesion desde el enlace http // cutt.ly/VerificacionUsuarios,0,1
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",1,0
He says hi and to get your back to uganda,1,0
Hi! You just spoke to DEEPAK. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,1,0
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS,1,0
"Awesome, lemme know whenever you're around",1,0
My uncles in canada...Wish you guys a great semester.,1,0
Mensajes de texto con XX XXX XXXX SMS/MMS Banco de Chile Su MiPASS presenta intermitencia y podria ser bloqueado Ingrese para verificar y reactivar alertas-mipass.com,0,1
Why i come in between you people,1,0
Happy birthday... Be happy ..keep smiling...,1,0
Now press conference da:),1,0
Really dun bluff me leh... U sleep early too. Nite...,1,0
I am in your office na.,1,0
Dear SBI user your SBI YONO Account will be block today Please click here on the link to update your PAN CARD detail Thank you https //bit.ly/3tShEd6,0,1
Nothing. Can...,1,0
FULL HD entertainment at just Rs. 900! Get Airtel Digital TV and enjoy free installation. Click here i.airtel.in/PrepaidRest4,0,1
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,1,0
Nobody names their penis a girls name this story doesn't add up at all,1,0
He is there. You call and meet him,1,0
Cos daddy arranging time c wat time fetch ü mah...,1,0
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",1,0
Evri Your parcel have a £1.45 shipping fee to pay this now visit evri-redelivered-items.com Failure will result in your parcel be return to sender,0,1
Thank you bro,1,0
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,1,0
I can ask around but there's not a lot in terms of mids up here,1,0
Forwarded,1,0
Hi team tomorrow audit team,1,0
I cant pick the phone right now. I will call u later,1,0
The person you were calling at 14:22 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,0,1
Dear Please Notice Earn Rs XXX-XXXX per day easily work online no time limit,0,1
Hugh after the meeting please send me the project progress report I need to review it,0,1
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",0,1
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,1,0
It may take some time,1,0
"Oh... Icic... K lor, den meet other day...",1,0
Gentile Cliente il sistema ha sospeso il suo conto per mancata procedura di sicurezza Accedi ora http //otp-live-app1-com.preview,0,1
Loosu go to hospital. De dont let it careless.,1,0
Il tuo ordine è trattenuto presso il nostro centro di distribuzione Si prega di seguire le istruzioni qui http //iwetiw.com/zg7jMr1,0,1
"Hi Member Make a wish for your special day and celebrate 3rd Anniversary of Tata Shop Share Smile Wish now www.gs.im/n/KKu5GsnxpUFMember We have receive 50,000+ wish already Visit Tata Shop Share Smile and fill in yours today www.gs.im/n/ jAaLXGmylr3 T C",0,1
Only saturday and sunday holiday so its very difficult:),1,0
"Good morning, my boytoy! How's those yummy lips ?  What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",1,0
UN DISPOSITIVO NO AUTORIZADO se ha conectado a su cuenta online Si no reconoce este acceso verifique inmediatamente http //santander-alertas.com,0,1
Su cuenta ha sido bloqueada temporalmente por razones de seguridad Para reactivarla actualice su informacion desde http //s.id/HdVs4,0,1
"I be a H.R You be notice for home base J.O.B Now you can upto Rs.20,000/Day http //wa.me/917006032506Messages and call be end-to-end encrypt No one outside of this chat not even WhatsApp can read or listen to them Tap to learn",0,1
Long time. You remember me today.,1,0
"(No promises on when though, haven't even gotten dinner yet)",1,0
"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",1,0
Mm i am on the way to railway,1,0
"Awesome, be there in a minute",1,0
Easy ah?Then U wll get selected... its good..,1,0
Samusocial de Paris Bonjour nous vous informons que la prise en charge à l'hotel se poursuivra dans le meme hotel le mois prochain,0,1
Shall i start from hear.,1,0
Your account be late on a payment and you will lose power to your home if you do not take action To pay your bill go to http //madeupscamsite.com/bill,0,1
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,1,0
"Dear 901969xxxx, Rs.38,OOO/- is Added t0 your wallet account XXX6 0n 29 Aug. Directly Withdraw N0w OI1.in/2vclen!8cpr814",0,1
"Se requiere el pago del impuesto de importacion paquete 1,79€ sigue pendientepara CORREOS EXPRESS Pague con seguridad en http //u.to/Y78vHA 19:08",0,1
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,0,1
Resetting the virtual badge will join soon,1,0
And how's your husband.,1,0
Tired of cable disruptions? Switch to Airtel Digital TV. Book Airtel HD Box now to get Rs 450 discount & free installation http://1kx.in/kxXULw,0,1
Rofl. Its true to its name,1,0
Ã°ÂÂÂ,1,0
Penyampaian Terakhir Kami Dr Pihak GiveAway TRANS X BAIM/PAULA Slmt Anda Mendapatkan Rp.100jt Dengan ID VSG88D9 Info Lengkap Chat Via WhatsApp 082346985559HALO BOOSQUE Kami Pihak Team Giveaway TRANS X BAIM PAULA Slmt Anda Mendapatkan Rp.100jt ID Anda VSG88D9 Info Chat Via WhatsApp XXXXXXXXXXXX,0,1
Dear Customer Your Electricity Power will be disconnect Tonight at 10.30 pm from electricity office because your pravious month bill be not update Please immediately contact with our electricity officer,0,1
Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,0,1
New Game! Hey gaming fans! Guess which group of robots the Transformer Optimus Prime belongs to: 1) Autobots 2) Decepticons ^1/2 Reply to get details of the brand new  free-to-download Transformers 3 game!  ,0,1
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0,1
Dear Customer Thx for INB txn of Rs.73990 frm A/c X3355 to Reliance D. Ref IGANHWSVE7 on 04Apr22 If not do fwd this SMS to XXXXXXXXXX to block INB or call 1800111109-SBI,0,1
Hi Onno from this month we 're extend two step verification across more type of interaction and transaction to increase your security when access your Telstra account online or over the phone Check your inbox for an email we send you on XX Jul and set up your preferred verification method today,0,1
La Fibra de Virgin telco te trae lineas adicionales con 50GB+llamadas ilimitadas por solo 6e/mes Llama ya XXXXXXXXX No+SMS bit.ly/3nlm4CHOLLO Virgin Telco Por solo 9E/ me tienes llamadas ilimitadas+15Gb de datos SIN PERMANENCIA Precio final SIN sustos +Info XXXXXXXXX No+Publi bit.ly/3nlm4,0,1
	**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,0,1
Messages and call be end-to-end encrypt No one outside of this chat not even WhatsApp can read or listen to them Tap to learn more.Standard chartered bank ke liye card approve hai apka UPTO XXXXXX ki limit kaKuch time pehle detail dee hui thi apne tab dublicate show ho rha tha ab card approve ho gya hai apka,0,1
